Boeing737,20.155644370746373,16.80773631397161,38.96472763923803,150.9041858052866,13.152946437965905,18.741664813991314,31.894356867634123
Boeing737,20.09975124224178,17.44276354251241,37.9405245087624,142.71736975880276,17.690667030951662,23.822814695161444,41.50805464003342
Boeing737,19.774620097488597,18.062391868188442,36.59371667376792,140.9351712309518,16.28079850621584,23.54579580307279,39.822025312633215
Boeing737,20.266193525178824,18.117670931993437,35.529373763127325,140.84456587738688,15.475028271379669,22.938879658780202,38.41313447246918
Boeing737,19.57453447722321,18.892284139298777,37.3391550520362,147.46782233621317,16.698577783751528,21.794870956259413,38.48139420551184
Boeing737,19.253480204887637,18.506328647249298,35.05531771357949,145.4742348282258,16.698577783751528,21.794870956259413,38.48139420551184
Boeing737,19.20229673763011,19.0,35.612375657908586,144.1623470457217,16.139135664588736,21.261535692418835,37.40060427319324
Boeing737,18.506328647249298,18.607794065928395,35.288493875482985,146.67878432806043,14.869623398055515,20.00552423707012,34.86765406505003
Boeing737,19.57453447722321,19.0,34.83941733152265,146.30993247402023,14.580000000000002,20.266193525178824,34.83941733152265
Boeing737,19.321513915840033,18.607794065928395,35.80529849058656,144.36345124574484,18.470841886606035,23.65699262374658,42.127787741584534
Boeing737,18.506328647249298,19.60229578391266,36.94168377321207,144.9751267204586,17.838399591891644,23.166566426641648,40.99112220957118
Boeing737,18.20248609393783,19.4164878389476,35.67679918378329,140.9468630539735,17.334756992816484,23.024526053754073,40.35393661094293
Boeing737,17.98491868205136,19.774620097488597,36.45,146.36745833773585,17.334756992816484,22.034382224151422,39.36633333192209
Boeing737,19.44,18.70030213659662,35.96983736410272,141.3078577879919,17.334756992816484,23.166566426641648,40.5
Boeing737,18.470841886606035,19.321513915840033,39.549240194977195,147.09475707701208,17.98491868205136,22.69445967631748,40.67780967554669
Boeing737,18.363970158982507,19.253480204887637,37.95781342490634,143.13010235415595,17.838399591891644,24.164622902085604,42.003010606383924
Boeing737,17.930114333154712,19.774620097488597,38.71935562480347,145.54806541814213,17.334756992816484,23.166566426641648,40.5
Boeing737,18.470841886606035,19.47372075387752,39.09875957111684,147.18863320193185,17.838399591891644,23.024526053754073,40.86287434823939
Boeing737,18.647600381818567,20.44347573188082,39.36633333192209,143.9726266148964,17.838399591891644,24.3,42.127787741584534
Boeing737,18.961613855365794,19.47372075387752,39.216047735589065,144.24611274556324,17.838399591891644,23.65699262374658,41.49224505856486
