Boeing737,19.336251154600273,14.939305447087548,34.630189141845584,124.45072602484277,15.252209150044356,15.252209150044365,30.504418300088716,70.85031589931441,27.247098771498184,14.620636028052655,217.39663418926335,21.694160363498202,20.110649587477496,338,5
Boeing737,19.80254046110696,16.325950167277185,28.175893952100264,143.71578127843503,14.125155220386093,20.373553077458023,34.49164137874566,73.7534958604162,32.10559405614933,24.688396059687637,276.38898969695225,14.790936942692277,21.44377275059294,660,9
Boeing737,15.310928449966665,16.794771474015917,30.490878964044313,211.92807445772777,13.663941314817032,19.48753228754638,33.15147360236341,279.6400518574787,24.367406509515945,25.614449047363873,90.51551342412762,21.048314065501778,20.730226027725443,112,0
Boeing737,14.337228811733496,13.535139452550931,27.72993328517038,215.1549244650379,12.623798412896733,20.84611108175342,33.46990949465015,281.7236685420212,22.52033081462171,17.507141400011598,80.26673358576767,21.219062773836175,20.05617112013158,112,4
Boeing737,16.308149105839462,15.34438007871283,29.71717685110751,212.78914653543734,11.261015528276458,16.924251070407948,28.175893952100264,272.9108378261677,24.51504843968292,21.523243250030884,99.59313426273036,20.83682346641845,15.132745950421556,674,2
Boeing737,15.404740415154414,15.9364813239564,30.36149699866593,209.8159597427385,12.301352672778354,18.103962848462363,30.404685494180008,274.23639479905887,22.69445967631748,21.219095173922945,94.39870535499551,22.0736040759048,19.474342094150447,674,3
Boeing737,14.167606860406014,15.816483536259625,28.729319518568484,215.60883307234812,12.035871771520208,19.269541362480233,31.30541313400044,278.42696902148066,21.19972877184989,20.948010487678413,88.84946485954521,22.084824054588818,21.084458264295293,674,7
Boeing737,14.919486725454876,15.045637797186895,30.06835213309835,209.6274600047331,10.984834436199357,18.23300477327885,29.204965331258315,269.8322236727691,22.69445967631748,22.108697383609016,93.20450530331425,20.913634118681035,21.475159996786648,853,12
Boeing737,15.410654397040439,15.326464586594568,28.08259603384274,206.16851379015063,11.739767251907168,15.13543268404137,26.87519993594854,273.93289627223055,21.39994859806911,22.68,99.72218621612285,18.892284139298777,21.06836784854835,853,13
Boeing737,15.565977930892188,16.442963641928923,27.587605912800775,143.36698525529016,14.412459803455016,19.241755336982028,33.65401350507841,72.01857030303597,21.734580741297957,21.07723890835799,273.5474270443793,20.00552423707012,17.970356285290475,714,0
Boeing737,15.886955839187658,15.136745136580565,29.484445051586103,140.6087407644779,13.95260104783333,19.528071959433955,33.460942156490454,74.89104368272172,22.68,17.902513789968157,268.12212255271464,20.25,20.92253773359305,714,4
Boeing737,15.531956278469854,14.922427046226124,28.210801122974157,136.80100614514348,13.042210655402123,17.90939970906323,30.950056542759338,74.22501404458592,21.929917920503033,23.58495283014151,262.23483398157464,21.122215792856586,18.39327322691641,714,12
Boeing737,15.029256928786547,12.30564215918624,30.490878964044313,142.7789208411687,13.494109494703457,18.359016433449522,31.851132240471458,78.56274378109242,21.87,18.506755523321747,261.8731610609748,20.615417535880916,21.273516399504807,714,13
Boeing737,15.145222475469902,16.602048255679748,28.84327997991907,140.44051066807023,13.284425168236405,19.53540614086777,32.819831309104174,75.96375653207349,22.108697383609016,21.07723890835799,269.7106465856257,20.42768066708272,19.054199012291228,714,14
Boeing737,15.030086626207178,15.425995579451339,29.98094394778123,136.75093578570713,14.745304243877992,19.919938507597696,34.665242751475695,71.83831991348285,20.054657813086717,18.200274723201296,265.9814214623845,22.344845043096633,20.58670687604018,728,4
Boeing737,16.070815287075252,16.401249952366438,31.75571916993851,137.89664188888284,13.895605150169851,19.721933087752717,33.61743967050436,76.85849343010852,22.344845043096633,25.93265316160304,261.1950024548423,18.90964039848458,21.649744548709823,728,5
Boeing737,14.92331702523854,16.401249952366438,28.210801122974157,141.67007085045512,14.45428294130424,18.275392512360266,32.72490221528553,72.14545166608076,21.613495783884662,25.93265316160304,266.9308461244915,17.729439397914003,21.649744548709805,728,8
Boeing737,13.906818149230721,15.45542694368358,30.619714237725997,134.1600142395608,14.755730684503218,19.219961034339715,33.97569171884293,71.56505117707798,19.47372075387752,24.353940132964112,259.52803657979086,18.98925790807627,21.147873389445994,728,11
Boeing737,14.575111249353613,15.462500509669932,29.98094394778123,255.35766414165622,25.718664660271084,30.930224726236702,5.2115600659656165,93.06139863180852,23.54579580307279,24.367406509515945,75.16185371823968,19.993221976459925,21.136175416210996,728,12
Boeing737,14.484801273439514,15.269659475341992,30.490878964044313,136.38671788100496,12.766796945150668,19.394100028118622,32.15863220039061,77.8113667980681,23.378008897252137,24.31349625208189,262.13333213739213,20.286417253916476,22.05632719801326,728,13
Boeing737,15.28408799656667,15.29827769694689,27.408657391415584,140.3488560855972,10.967149972316609,19.861120187251384,30.828270159567992,81.31246898652086,23.503961368245992,24.367406509515945,274.7746914534927,20.046477246638624,22.016893592712798,933,2
Boeing737,16.031351966905095,13.75114524801369,26.532909753737904,206.54511536330133,11.128848732669155,17.643274161449373,28.763555065394822,274.1704365248421,24.95273331721397,22.737783533141485,84.84077586787362,20.974151949482966,20.575434989326475,927,2
Boeing737,14.849392927709799,14.22026707315905,30.06835213309835,216.17002227701812,1.7697231992094593,20.404450623641335,18.634727424431873,203.5931323051254,22.737783533141485,23.58755604126888,88.27100234296171,19.44,19.86152373308755,517,1
